participant,block,label,valence,target,tablerow,keypress,acc,RT,target.val
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,RASSICURANTE,5,2,1,1068,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,UTILE,13,1,1,2337,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,DANNOSO,18,1,1,1960,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,SPAVENTOSO,10,1,1,2027,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,BUONO,1,2,1,1332,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,INNOCUO,14,2,1,1866,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,RASSICURANTE,15,2,0,2462,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,UTILE,13,2,1,2116,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,MORTALE,7,1,1,11204,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,BUONO,11,1,1,2432,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,MORTALE,17,2,0,1761,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,INNOCUO,4,1,1,11,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,UTILE,3,1,1,2565,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,DANNOSO,8,2,1,1380,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,BUONO,1,1,1,1431,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,CATTIVO,6,2,1,3739,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,SPAVENTOSO,20,2,1,1839,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,SALUTARE,2,2,1,2979,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,UTILE,13,1,1,1735,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,SALUTARE,12,2,1,3266,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,RASSICURANTE,5,1,1,1427,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,RASSICURANTE,15,2,1,1656,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,INNOCUO,14,2,1,1815,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,SPAVENTOSO,10,2,1,2053,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,PERICOLOSO,19,1,1,1960,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,DANNOSO,18,2,1,1709,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,UTILE,13,1,1,2953,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,DANNOSO,8,2,1,1755,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,INNOCUO,4,1,1,2755,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,BUONO,11,1,1,1859,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,PERICOLOSO,19,2,1,1505,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,INNOCUO,14,2,1,1915,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,CATTIVO,16,2,0,1426,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,SALUTARE,2,2,1,4209,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,MORTALE,7,2,1,1503,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,BUONO,1,1,1,1519,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,SALUTARE,12,1,1,1706,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,CATTIVO,6,2,1,1988,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,DANNOSO,8,1,1,2522,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,PERICOLOSO,9,1,1,1527,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,SPAVENTOSO,20,2,1,2869,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,DANNOSO,18,1,1,1343,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,RASSICURANTE,5,2,1,1732,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,SPAVENTOSO,10,2,1,1430,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,MORTALE,17,1,1,1561,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,UTILE,3,2,1,1568,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,RASSICURANTE,5,1,1,1504,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,BUONO,1,2,1,1343,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,RASSICURANTE,5,1,1,15215,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,RASSICURANTE,15,2,1,991,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,CATTIVO,16,1,1,2303,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,SALUTARE,2,1,1,2043,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,UTILE,3,1,1,1578,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,SPAVENTOSO,20,1,1,1502,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,SPAVENTOSO,10,2,1,2241,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,MORTALE,17,1,1,1673,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,INNOCUO,14,2,1,1092,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,BUONO,11,2,1,1476,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,BUONO,1,1,1,1465,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,DANNOSO,18,2,1,2547,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,SALUTARE,12,1,1,1220,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,INNOCUO,4,2,1,3231,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,CATTIVO,6,1,0,5003,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,COVID19,POS,PERICOLOSO,19,2,1,7334,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,PERICOLOSO,9,1,1,1099,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,MORTALE,7,1,1,3029,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,DANNOSO,8,2,0,7321,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testB,VACCINO,NEG,SALUTARE,2,2,1,1133,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,CATTIVO,16,2,1,2914,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,SALUTARE,2,2,1,3453,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,UTILE,13,1,1,1524,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,INNOCUO,14,1,1,2101,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,UTILE,3,2,1,1219,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,SALUTARE,12,2,1,2249,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,MORTALE,7,1,1,3229,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,PERICOLOSO,19,1,1,1894,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,SPAVENTOSO,20,1,1,2674,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,CATTIVO,6,2,1,1773,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,PERICOLOSO,9,1,1,1838,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,RASSICURANTE,15,2,1,1993,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,MORTALE,17,2,1,1852,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,DANNOSO,18,2,1,2440,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,DANNOSO,8,1,1,1596,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,INNOCUO,4,1,1,2586,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,SPAVENTOSO,10,2,1,2230,NEG
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,BUONO,11,1,1,1391,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,VACCINO,POS,INNOCUO,4,1,1,2081,POS
55612c9c-c38c-425f-a0fc-6b8e745eeb65,testA,COVID19,NEG,MORTALE,17,1,1,1496,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,CATTIVO,6,1,1,3456,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,PERICOLOSO,9,2,1,3259,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,INNOCUO,14,2,1,1916,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,MORTALE,7,1,1,2879,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,DANNOSO,18,1,1,2637,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,SALUTARE,12,2,1,1739,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,SPAVENTOSO,20,1,1,4342,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,BUONO,1,2,1,2896,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,DANNOSO,8,2,1,2474,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,UTILE,3,1,1,1628,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,BUONO,11,2,0,2932,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,PERICOLOSO,19,1,1,3210,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,RASSICURANTE,15,1,1,2428,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,SPAVENTOSO,10,2,1,3152,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,INNOCUO,4,2,1,3860,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,MORTALE,17,1,1,2757,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,UTILE,13,2,1,1636,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,SALUTARE,2,1,1,2695,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,COVID19,NEG,CATTIVO,16,1,1,2021,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceAfirst,VACCINO,POS,RASSICURANTE,5,2,1,2799,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,CATTIVO,16,2,0,1501,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,MORTALE,7,2,1,2952,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,UTILE,3,2,1,1628,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,DANNOSO,8,2,1,2024,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,INNOCUO,14,1,1,3067,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,PERICOLOSO,19,2,1,5068,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,RASSICURANTE,15,1,1,1269,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,PERICOLOSO,9,1,1,2473,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,SPAVENTOSO,20,1,0,4011,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,INNOCUO,4,1,1,5269,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,SALUTARE,2,1,1,3870,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,RASSICURANTE,5,1,1,4178,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,SALUTARE,12,2,1,3628,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,DANNOSO,18,1,1,3636,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,BUONO,11,2,0,2853,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,MORTALE,17,1,0,2411,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,COVID19,POS,UTILE,13,2,1,1324,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,BUONO,1,2,1,2377,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,SPAVENTOSO,10,1,0,2019,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBfirst,VACCINO,NEG,CATTIVO,6,2,1,3025,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,CATTIVO,16,2,1,6147,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,DANNOSO,18,2,1,1920,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,SPAVENTOSO,20,2,1,1690,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,DANNOSO,8,1,1,3430,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,SALUTARE,2,1,1,3243,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,SALUTARE,12,2,1,2247,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,RASSICURANTE,15,2,1,3471,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,MORTALE,17,2,1,1699,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,BUONO,11,1,0,1606,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,CATTIVO,6,2,1,2439,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,BUONO,1,1,1,1614,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,UTILE,13,2,1,1537,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,INNOCUO,4,2,1,2537,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,RASSICURANTE,5,2,1,1820,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,PERICOLOSO,19,2,1,2205,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,MORTALE,7,2,1,3295,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,PERICOLOSO,9,1,1,2031,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,SPAVENTOSO,10,2,1,1975,NEG
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,VACCINO,NEG,UTILE,3,2,1,2433,POS
0600c568-43e2-43df-99f3-193f501a8de3,practiceBother,COVID19,POS,INNOCUO,14,1,1,3303,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,PERICOLOSO,9,2,1,2858,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,INNOCUO,14,2,1,3397,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,CATTIVO,6,2,1,2503,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,SALUTARE,2,1,1,2310,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,PERICOLOSO,19,2,1,1750,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,SPAVENTOSO,10,2,1,2487,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,RASSICURANTE,5,2,1,2137,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,SALUTARE,12,2,1,3021,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,BUONO,1,1,1,3081,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,UTILE,3,1,1,1401,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,MORTALE,17,1,1,1703,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,UTILE,13,2,1,1824,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,DANNOSO,18,1,1,1729,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,RASSICURANTE,15,2,1,1673,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,DANNOSO,8,2,1,2454,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,SPAVENTOSO,20,1,1,2595,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,BUONO,11,2,1,3355,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,CATTIVO,16,2,1,1961,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,SALUTARE,12,1,1,1939,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,RASSICURANTE,15,1,1,1820,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,SALUTARE,12,1,1,2186,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,UTILE,3,2,1,7115,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,INNOCUO,4,2,1,4136,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,BUONO,1,2,1,1733,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,RASSICURANTE,15,1,1,4747,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,SPAVENTOSO,20,2,1,2283,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,SPAVENTOSO,10,2,1,1918,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,SALUTARE,2,2,1,2338,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,CATTIVO,16,2,1,2108,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,DANNOSO,8,2,0,1969,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,CATTIVO,6,1,1,5496,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,INNOCUO,14,1,1,1944,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,MORTALE,17,2,0,1620,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,BUONO,11,1,1,5723,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,MORTALE,7,2,1,4309,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,PERICOLOSO,9,2,1,1778,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,PERICOLOSO,19,1,1,2948,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,RASSICURANTE,5,2,1,3043,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,UTILE,13,2,1,2285,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,PERICOLOSO,19,2,1,3039,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,BUONO,11,1,1,1423,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,SALUTARE,2,2,1,3344,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,PERICOLOSO,19,1,1,3423,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,DANNOSO,18,2,1,2215,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,CATTIVO,6,2,1,1943,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,RASSICURANTE,5,2,1,1764,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,MORTALE,7,2,1,2200,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,SPAVENTOSO,10,2,1,4765,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,DANNOSO,8,2,1,7000,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,INNOCUO,14,2,1,9587,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,CATTIVO,16,1,1,1237,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,UTILE,13,2,1,1678,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,INNOCUO,4,1,1,4184,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,SPAVENTOSO,20,1,1,3859,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,BUONO,1,1,1,3499,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,PERICOLOSO,9,2,1,3795,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,MORTALE,17,1,1,1223,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,UTILE,3,1,1,2720,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,SALUTARE,12,2,1,1371,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,MORTALE,17,1,1,1717,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,UTILE,13,1,1,1902,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,UTILE,3,1,1,1836,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,DANNOSO,18,2,1,2379,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,BUONO,11,1,1,1605,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,DANNOSO,8,1,1,2451,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,CATTIVO,16,1,1,2802,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,BUONO,1,2,1,1959,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,MORTALE,17,2,1,2195,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,CATTIVO,6,2,1,2363,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,SPAVENTOSO,10,2,1,2186,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,INNOCUO,14,1,1,6090,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,SALUTARE,2,1,1,3991,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,SPAVENTOSO,20,2,1,1852,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,INNOCUO,4,1,1,2225,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,RASSICURANTE,15,2,1,3698,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,MORTALE,7,1,1,1967,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,PERICOLOSO,9,2,1,1787,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,RASSICURANTE,5,1,1,3448,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,COVID19,POS,SALUTARE,12,2,1,1294,POS
0600c568-43e2-43df-99f3-193f501a8de3,testB,VACCINO,NEG,CATTIVO,6,1,1,3012,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,RASSICURANTE,15,1,1,1891,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,UTILE,3,1,1,1837,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,RASSICURANTE,5,2,1,1916,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,SPAVENTOSO,10,1,1,3068,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,SALUTARE,2,1,1,4626,POS
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,MORTALE,7,2,1,2457,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,SPAVENTOSO,20,2,1,2807,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,DANNOSO,18,1,1,1563,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,CATTIVO,6,1,1,2334,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,COVID19,NEG,PERICOLOSO,19,1,1,4982,NEG
0600c568-43e2-43df-99f3-193f501a8de3,testA,VACCINO,POS,BUONO,1,1,1,1323,POS
